PMID	REGULATOR	REGULATED	NORMALIZED_EFFECT	sentence_tagged
7643383	NarP	nirB	activator	Mutational analysis of the @Regulated$ and nrfA operon control regions has identified cis - acting regions that are required for both NarL and @TF$ - dependent induction ( Tyson et al . , 1994 ) .
7643383	NarL	nrfA	activator	Mutational analysis of the nirB and @Regulated$ operon control regions has identified cis - acting regions that are required for both @TF$ and NarP - dependent induction ( Tyson et al . , 1994 ) .
7643383	NarP	nrfA	activator	Mutational analysis of the nirB and @Regulated$ operon control regions has identified cis - acting regions that are required for both NarL and @TF$ - dependent induction ( Tyson et al . , 1994 ) .
15342598	RhaS	rhaT	activator	@TF$ activates transcription of the rhaBAD and @Regulated$ operons by binding as a dimer to sites that overlap the 35 hexamers of the promoters by 4 bp and extend upstream to 81 and 82 , respectively ( see Fig . 1 for the rhaBAD promoter ) ( 10 , 45 ) .
2231717	AraC	araE	activator	Studies of @Regulated$ transcription in vitro confirm the results in vivo and show that promoter activity is directly stimulated by @TF$ and CRP ( Stoner &amp; Schleif , 1983 ) .
2231717	CRP	araE	activator	Studies of @Regulated$ transcription in vitro confirm the results in vivo and show that promoter activity is directly stimulated by AraC and @TF$ ( Stoner &amp; Schleif , 1983 ) .
18346968	MelR	melR	repressor	Hence , in this work , we used in vivo and in vitro methods to investigate the determinants needed for @TF$ - dependent repression of the @Regulated$ promoter .
15342598	RhaR	rhaSR	activator	Similarly , @TF$ activates transcription of the @Regulated$ operon by binding as a dimer to a site that overlaps the RNAP binding site by 4 bp and extends upstream to 82 ( Fig . 1 ) ( 43 ) .
11321589	MarA	fpr	activator	Besides , @TF$ activates fumC , @Regulated$ , nfo and other genes possibly involved in response to the oxidative stress .
11321589	MarA	fumC	activator	Besides , @TF$ activates @Regulated$ , fpr , nfo and other genes possibly involved in response to the oxidative stress .
11321589	MarA	nfo	activator	Besides , @TF$ activates fumC , fpr , @Regulated$ and other genes possibly involved in response to the oxidative stress .
12060687	AraC	araBAD	activator	@TF$ - dependent transcription initiation at the @Regulated$ promoter is increased by CRP , which binds to a single DNA site upstream of I1 and I2 ( 11 ) .
12060687	CRP	araBAD	activator	AraC - dependent transcription initiation at the @Regulated$ promoter is increased by @TF$ , which binds to a single DNA site upstream of I1 and I2 ( 11 ) .
11073923	CRP	rhaSR	regulator	To explore the origin of the indirect effect , we tested whether @TF$ was involved in regulation of @Regulated$ expression .
10850996	MarA	fumC	activator	The Rob homologs @TF$ and SoxS can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , @Regulated$ , micF , zwf , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	SoxS	fumC	activator	The Rob homologs MarA and @TF$ can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , @Regulated$ , micF , zwf , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	MarA	inaA	activator	The Rob homologs @TF$ and SoxS can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , micF , zwf , and @Regulated$ , suggesting broadly overlapping activities of these three regulators .
10850996	SoxS	inaA	activator	The Rob homologs MarA and @TF$ can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , micF , zwf , and @Regulated$ , suggesting broadly overlapping activities of these three regulators .
10850996	MarA	micF	activator	The Rob homologs @TF$ and SoxS can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , @Regulated$ , zwf , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	SoxS	micF	activator	The Rob homologs MarA and @TF$ can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , @Regulated$ , zwf , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	MarA	sodA	activator	The Rob homologs @TF$ and SoxS can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including @Regulated$ , fumC , micF , zwf , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	MarA	zwf	activator	The Rob homologs @TF$ and SoxS can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , micF , @Regulated$ , and inaA , suggesting broadly overlapping activities of these three regulators .
10850996	SoxS	zwf	activator	The Rob homologs MarA and @TF$ can activate transcription of a broad range of genes in vivo ( reviewed in references 2 and 14 ) , including sodA , fumC , micF , @Regulated$ , and inaA , suggesting broadly overlapping activities of these three regulators .
19251855	NarL	ynfE	repressor	Figure 4 shows autoradiographs from electromobility shift assays designed to investigate how @TF$ represses FNR - dependent activation of the @Regulated$ promoter .
12675795	CRP	melAB	activator	MelRdependent activation of the @Regulated$ promoter requires the binding of MelR subunits to four 18 bp sites and the binding of a single @TF$ dimer to a low - affinity target sequence ( Belyaeva et al . , 2000 ; Wade et al . , 2001 ; see Fig . 1A ) .
12675795	MelR	melAB	activator	MelRdependent activation of the @Regulated$ promoter requires the binding of @TF$ subunits to four 18 bp sites and the binding of a single CRP dimer to a low - affinity target sequence ( Belyaeva et al . , 2000 ; Wade et al . , 2001 ; see Fig . 1A ) .
12079504	Fnr	dmsA	regulator	Thus , the @Regulated$ promoter exhibits a preference for - 41.5 target sites like other @TF$ - regulated class II promoters [ 16 ] .
11395452	SoxR	soxS	activator	While the @Regulated$ gene is under the redox - regulated , positive control of @TF$ , marA is under negative control by MarR , a repressor whose DNA - binding activity is regulated by the binding of small molecules with toxic effects ( 1 , 31 , 39 ) .
12100559	MarA	nfnB	activator	Transcription of @Regulated$ is greatly increased by induced or constitutive chromosomal expression of @TF$ but is unaltered by constitutive expression of chromosomal SoxS and Rob .
15150242	ArgP	yggA	regulator	Our results indicate that @Regulated$ encodes an @TF$ - regulated Arg exporter in E . coli .
24593230	ChiX	chiP	repressor	As the chb transcript accumulates , @TF$ pairing with the intercistronic chbBC mRNA elicits the degradation of the sRNA resulting in the progressive relief of @Regulated$ repression ( Figueroa - Bossi et al . , 2009 ; Overgaard et al . , 2009 ) .
15743943	NanR	yjhA	regulator	We show in this work that @Regulated$ is indeed regulated by @TF$ and several other regulators and that it encodes a Neu5Ac - specific channel .
19906180	ArgP	argO	activator	Expression of the E . coli @Regulated$ gene is activated by @TF$ , also known as IciA , which is a transcriptional activator of the LysR type transcriptional regulator family ( Nandineni and Gowrishankar , 2004 ; Laishram and Gowrishankar , 2007 ) .
10760178	MelR	melAB	activator	In subsequent work ( Williams et al . , 1994 ) , we were able to prove that @TF$ binding to both these sites ( called Site 1 and Site 2 ; see Fig . 1A ) is necessary for melibiose - dependent activation of the @Regulated$ promoter in vivo .
15342598	CRP	rhaSR	activator	The @TF$ site required for full activation at @Regulated$ is located upstream but not adjacent to the RhaR binding site and is centered at 111.5 ( Fig . 1 ) ( 17 ) .
12079504	Fnr	dmsA	activator	The effect of cis mutations on @TF$ - dependent activation of @Regulated$ - lacZ expression is shown in the lower right portion of the figure . ß - galactosidase activity was measured from the cells containing the indicated fusion inserted in single copy at the att site .
8825783	IciA	dnaA	regulator	@TF$ protein binds to two sites in the @Regulated$ promoter region .
11750821	XylR	xylAB	regulator	Two regions of enhanced @TF$ binding in the presence of xylose were revealed in the @Regulated$ / xylFGH intergenic space by DMS footprinting [ 4 ] .
11750821	XylR	xylFGH	regulator	Two regions of enhanced @TF$ binding in the presence of xylose were revealed in the xylAB / @Regulated$ intergenic space by DMS footprinting [ 4 ] .
15667305	NarL	hcp	activator	This demonstrated that either @TF$ or NarP is required to activate transcription from the @Regulated$ promoter .
15667305	NarP	hcp	activator	This demonstrated that either NarL or @TF$ is required to activate transcription from the @Regulated$ promoter .
15995204	DcuR	dctA	activator	The phospho - @TF$ protein is known to activate the transcription of three operons : the dcuB - fumB operon encoding the DcuB carrier and fumarase B , the frd - ABCD operon encoding fumarate reductase ( Fig . 1C ) , and the @Regulated$ gene encoding the aerobic C 4 - dicarboxylate transporter ( 2 , 17 , 18 , 67 ) .
15995204	DcuR	dcuB	activator	The phospho - @TF$ protein is known to activate the transcription of three operons : the @Regulated$ - fumB operon encoding the DcuB carrier and fumarase B , the frd - ABCD operon encoding fumarate reductase ( Fig . 1C ) , and the dctA gene encoding the aerobic C 4 - dicarboxylate transporter ( 2 , 17 , 18 , 67 ) .
15995204	DcuR	fumB	activator	The phospho - @TF$ protein is known to activate the transcription of three operons : the dcuB - @Regulated$ operon encoding the DcuB carrier and fumarase B , the frd - ABCD operon encoding fumarate reductase ( Fig . 1C ) , and the dctA gene encoding the aerobic C 4 - dicarboxylate transporter ( 2 , 17 , 18 , 67 ) .
9469834	CAP	nagE	activator	This is particularly true in the case of nagB , but activation of @Regulated$ requires in addition protein – protein interactions between @TF$ and the RNA polymerase machinery .
15667305	FNR	hcp	regulator	Concluding remarks The @Regulated$ gene has been shown to be regulated by @TF$ , NarL and NarP proteins .
15667305	NarL	hcp	regulator	Concluding remarks The @Regulated$ gene has been shown to be regulated by FNR , @TF$ and NarP proteins .
15667305	NarP	hcp	regulator	Concluding remarks The @Regulated$ gene has been shown to be regulated by FNR , NarL and @TF$ proteins .
9696769	NarP	napF	activator	The inability of NarL to activate @Regulated$ operon expression led us to hypothesize that NarL is deficient in the mechanism by which @TF$ activates transcription from the 44.5 binding site ( 9 ) .
21441513	Lrp	cadBA	regulator	@TF$ was also found to be involved in the regulation of @Regulated$ expression .
15342598	RhaS	rhaBAD	activator	We also extended the previous studies by Bhende and Egan ( 4 ) of @TF$ - mediated transcription activation at @Regulated$ .
9852003	CRP	dcuB	repressor	The results show that the @Regulated$ gene is expressed exclusively under anaerobic conditions in a manner that is FNR dependent and that it is repressed by NarL in the presence of nitrate and is subject to @TF$ - mediated catabolite repression .
10760178	CRP	melR	activator	The horizontal shaded boxes denote 22 bp DNA sites for @TF$ : one site centred at position 2195.5 is responsible for the activation of the @Regulated$ promoter , while the other , centred at position 281.5 , is discussed in this paper .
10564485	MarA	inaA	activator	The results demonstrate that stimulation of the @Regulated$ promoter by @TF$ and SoxS in vivo requires only sequences from - 51 to + 3 ( data not shown ) .
17504942	ArgP	argO	regulator	Since the results above suggested that the @Regulated$ regulatory region upstream of 89 is not required for @TF$ binding , we tested fragments with increasing length of downstream sequence in the EMSA experiments .
8825783	DnaA	dnaA	regulator	These indicate that @TF$ and IciA proteins independently bind to their respective binding sites on the @Regulated$ # 1996 Blackwell Science Ltd , Molecular Microbiology , 19 , 389 – 396392 Y .
8825783	IciA	dnaA	regulator	These indicate that DnaA and @TF$ proteins independently bind to their respective binding sites on the @Regulated$ # 1996 Blackwell Science Ltd , Molecular Microbiology , 19 , 389 – 396392 Y .
10760178	MelR	melAB	activator	Q 2000 Blackwell Science Ltd , Molecular Microbiology , 36 , 211 ± 222Activation at the E . coli @Regulated$ promoter 213 in vitro and that this activation is dependent on @TF$ and melibiose .
12067348	SoxS	mdaA	regulator	@Regulated$ ( also known as nfsA ) but not ybjC had previously been shown to be regulated by @TF$ although no binding site had been identified ( Liochev et al . , 1999 ) .
22465792	Rob	micF	activator	Instead , only R603A ( 73 % ) of 70 reduced @TF$ - dependent activation of the @Regulated$ promoter .
10760179	CRP	melAB	activator	The shaded boxes denote 22 bp DNA sites for @TF$ : one site centered at position 241.5 is responsible for the activation of the melR promoter , while the other , centered at position 2155.5 is involved in activation of the @Regulated$ promoter .
10760179	CRP	melR	activator	The shaded boxes denote 22 bp DNA sites for @TF$ : one site centered at position 241.5 is responsible for the activation of the @Regulated$ promoter , while the other , centered at position 2155.5 is involved in activation of the melAB promoter .
18028317	NagC	nag	regulator	Many Cel + strains carry mutations in nagC The @TF$ repressor that regulates the @Regulated$ operon involved in N - acetylglucosamine metabolism was also shown to regulate the chb operon ( Plumbridge and Pellegrini , 2004 ) .
12100559	MarA	nfnB	activator	These results show that constitutive and inducible expression of the chromosomal @TF$ was able to upregulate @Regulated$ expression in contrast with the lack of activation mediated by constitutive expression of the chromosomal SoxS and Rob proteins .
12100559	Rob	nfnB	repressor	These results show that constitutive and inducible expression of the chromosomal MarA was able to upregulate @Regulated$ expression in contrast with the lack of activation mediated by constitutive expression of the chromosomal SoxS and @TF$ proteins .
12100559	SoxS	nfnB	repressor	These results show that constitutive and inducible expression of the chromosomal MarA was able to upregulate @Regulated$ expression in contrast with the lack of activation mediated by constitutive expression of the chromosomal @TF$ and Rob proteins .
10760178	CRP	melR	activator	Further studies showed that the @Regulated$ promoter is a typical Class II CRPdependent promoter , activated by a single dimer of @TF$ , that binds to a 22 bp DNA site centred at position 241.5 with respect to the transcription start point ( reviewed by Busby and Ebright , 1997 ) .
8825783	IciA	dnaA	activator	Overproduction of @TF$ protein enhances in vivo transcription from @Regulated$ promoter 1P The recombinant plasmid pIC1 contains the iciA coding region under control of the inducible araB promoter of vector pING1 ( Hwang et al . , 1992 ; Johnston et al . , 1985 ) .
22465792	SoxS	fumC	activator	With a tri - alanine scanning library of amino acid residues of 70 from positions 531 – 590 ( residues 531 – 540 lie in the distal portion of 70 R3 . 2 , residues 541 – 570 lie in 70 R4 . 1 , and residues 571 – 590 lie in the N - terminal portion of 70 R4 . 2 ) , 1,46,47 we recently determined that none of the amino acid residues within this region are required for @TF$ - dependent activation of transcription from class II promoters @Regulated$ and micF , including some substitutions that replace amino acids that are known to interact with nucleotides of the 35 hexamer .
22465792	SoxS	micF	activator	With a tri - alanine scanning library of amino acid residues of 70 from positions 531 – 590 ( residues 531 – 540 lie in the distal portion of 70 R3 . 2 , residues 541 – 570 lie in 70 R4 . 1 , and residues 571 – 590 lie in the N - terminal portion of 70 R4 . 2 ) , 1,46,47 we recently determined that none of the amino acid residues within this region are required for @TF$ - dependent activation of transcription from class II promoters fumC and @Regulated$ , including some substitutions that replace amino acids that are known to interact with nucleotides of the 35 hexamer .
7643383	Fnr	aeg	activator	These observations indicate that the region that is essential for normal @TF$ - dependent induction of @Regulated$ - 46.5 operon expression is located downstream of position 85 .
21890697	ArgP	argO	regulator	At the time that these experiments were done , the genes known to be @TF$ regulated in vivo included the following ( gene functions are indicated in parentheses ) : @Regulated$ ( Arg export ) , dapB ( dihydrodipicolinate reductase in the diaminopimelate - Lys biosynthetic pathway ) , and K . pneumoniae gdhA ( glutamate dehydrogenase for NH 4 assimilation and glutamate biosynthesis ) .
21890697	ArgP	dapB	regulator	At the time that these experiments were done , the genes known to be @TF$ regulated in vivo included the following ( gene functions are indicated in parentheses ) : argO ( Arg export ) , @Regulated$ ( dihydrodipicolinate reductase in the diaminopimelate - Lys biosynthetic pathway ) , and K . pneumoniae gdhA ( glutamate dehydrogenase for NH 4 assimilation and glutamate biosynthesis ) .
12100559	MarA	nfnB	activator	Although marbox 1 and marbox 4 were closely related to the degenerate consensus sequence ( 3 nt differences out of 14 specified nt ) ( Fig . 3B ) , their location , downstream from the - 10 hexamer and 83 nt upstream from the - 35 hexamer , respectively , suggested that these marboxes were probably not functional in the @TF$ activation of @Regulated$ .
18673442	EvgA	acrAB	activator	Concomitant with upregulation of tolC , @TF$ upregulated several multidrug resistance genes ( @Regulated$ , emrKY , mdfA and yhiUV ) and showed increased antibiotic resistance that was fully dependent on TolC but only partially dependent on AcrA .
18673442	EvgA	mdfA	activator	Concomitant with upregulation of tolC , @TF$ upregulated several multidrug resistance genes ( acrAB , emrKY , @Regulated$ and yhiUV ) and showed increased antibiotic resistance that was fully dependent on TolC but only partially dependent on AcrA .
18673442	EvgA	yhiUV	activator	Concomitant with upregulation of tolC , @TF$ upregulated several multidrug resistance genes ( acrAB , emrKY , mdfA and @Regulated$ ) and showed increased antibiotic resistance that was fully dependent on TolC but only partially dependent on AcrA .
8626315	Rob	fpr	activator	Sufficiency of @TF$ for in vitro transcriptional activation of zwf , @Regulated$ , fumC , micF , nfo , and sodA , promoters known to be activated by MalE - SoxS and MarA .
8626315	Rob	fumC	activator	Sufficiency of @TF$ for in vitro transcriptional activation of zwf , fpr , @Regulated$ , micF , nfo , and sodA , promoters known to be activated by MalE - SoxS and MarA .
22465792	Rob	fumC	activator	Again , with the use of the criterion for a significant effect of a substitution as one that reduces transcription to &lt; 80 % of that produced by wild - type 70 , none of the library ’ s substitutions significantly reduced @TF$ dependent transcription activation of the three class II promoters ( i . e . , @Regulated$ , micF , and inaA ) ( Fig . 2a – c ) .
22465792	Rob	inaA	activator	Again , with the use of the criterion for a significant effect of a substitution as one that reduces transcription to &lt; 80 % of that produced by wild - type 70 , none of the library ’ s substitutions significantly reduced @TF$ dependent transcription activation of the three class II promoters ( i . e . , fumC , micF , and @Regulated$ ) ( Fig . 2a – c ) .
8626315	Rob	micF	activator	Sufficiency of @TF$ for in vitro transcriptional activation of zwf , fpr , fumC , @Regulated$ , nfo , and sodA , promoters known to be activated by MalE - SoxS and MarA .
22465792	Rob	micF	activator	Again , with the use of the criterion for a significant effect of a substitution as one that reduces transcription to &lt; 80 % of that produced by wild - type 70 , none of the library ’ s substitutions significantly reduced @TF$ dependent transcription activation of the three class II promoters ( i . e . , fumC , @Regulated$ , and inaA ) ( Fig . 2a – c ) .
8626315	Rob	nfo	activator	Sufficiency of @TF$ for in vitro transcriptional activation of zwf , fpr , fumC , micF , @Regulated$ , and sodA , promoters known to be activated by MalE - SoxS and MarA .
8626315	Rob	sodA	activator	Sufficiency of @TF$ for in vitro transcriptional activation of zwf , fpr , fumC , micF , nfo , and @Regulated$ , promoters known to be activated by MalE - SoxS and MarA .
8626315	Rob	zwf	activator	Sufficiency of @TF$ for in vitro transcriptional activation of @Regulated$ , fpr , fumC , micF , nfo , and sodA , promoters known to be activated by MalE - SoxS and MarA .
8626315	MarA	fpr	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , @Regulated$ , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	fpr	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the zwf , @Regulated$ , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	MarA	fumC	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , fpr , @Regulated$ , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	fumC	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the zwf , fpr , @Regulated$ , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	MarA	micF	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , @Regulated$ , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	micF	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , @Regulated$ , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	MarA	nfo	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , micF , @Regulated$ , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	nfo	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , micF , @Regulated$ , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	MarA	sodA	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , micF , nfo , and @Regulated$ promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	sodA	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , micF , nfo , and @Regulated$ promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	MarA	zwf	activator	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the @Regulated$ , fpr , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
8626315	SoxS	zwf	activator	Since we have shown previously that MalE - @TF$ and MarA are sufficient for the in vitro transcriptional activation of the @Regulated$ , fpr , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .
11742992	CRP	melAB	activator	As expected , the RH180 substitution had little effect on @TF$ dependent activation of the wild - type @Regulated$ promoter .
11321589	EmrR	emrRAB	repressor	The first gene of the @Regulated$ operon encodes transcription factor @TF$ that represses transcription of this operon .
19906180	Lrp	argO	regulator	Autoradiographs of EMSA analyses of @TF$ binding to the @Regulated$ control region without and with 7 mM L - leucine in the binding buffer respectively .
19251855	NarL	dmsA	repressor	Thus , the @Regulated$ promoter is repressed by @TF$ binding to multiple sites spread across 80 bp covering the entire promoter ( 1 , 5 ) .
14701822	MarA	hdeA	repressor	In the same experiment we also examined the expression of @Regulated$ , which had been observed in another macroarray study to be repressed upon @TF$ induction in cells ( 5 ) .
17238917	NagC	fimB	regulator	Taken together , these results support a model in which O NC2 enhances the binding of @TF$ to O NC1 , with the two sites functioning jointly to control @Regulated$ expression .
10600368	ArgP	argP	repressor	The @TF$ protein represses its own synthesis Sequences consistent with the consensus for E . coli promoters ( 35 and 10 ) have not been found upstream of the start codon for the iciA ( @Regulated$ ) gene ( ThoÈny et al . , 1991 ) .
17238917	NagC	fimB	regulator	Scanning - replacement mutagenesis of the region separating O NC1 from O NC2 and the effect of IHF on @Regulated$ expression Although the results described above show that O NC1 and O NC2 function together , the distance between the centre of the two operators ( 212 bp ) is longer than for any other @TF$ - regulated operon .
10760179	MelR	melR	repressor	We reasoned that @TF$ - dependent repression of the @Regulated$ promoter must be less efficient in these mutants .
19007420	NagC	galP	repressor	The expression of both fusions was increased by growth on galactose and to a lesser extent by growth on GlcNAc , supporting the hypothesis that @TF$ is involved in repression of @Regulated$ ( Table 2 ) .
19251855	NarL	ynfE	repressor	Our results suggest that repression by @TF$ at the @Regulated$ promoter may be unusual and might be due to locking of the FNR - RNAP - promoterVOL .
8626315	Rob	zwf	activator	Coincidence of the sites for SoxS - and @TF$ - mediated activation of @Regulated$ transcription in vitro .
8626315	SoxS	zwf	activator	Coincidence of the sites for @TF$ - and Rob - mediated activation of @Regulated$ transcription in vitro .
11321589	MarA	acrAB	regulator	This resembles the known co - regulation of @Regulated$ and tolC by the transcriptional factor @TF$ .
11115104	ExuR	exuT	regulator	@TF$ regulates expression of the uxaCA , uxaB and @Regulated$ operons involved in galacturonate catabolism .
11115104	ExuR	uxaB	regulator	@TF$ regulates expression of the uxaCA , @Regulated$ and exuT operons involved in galacturonate catabolism .
11115104	ExuR	uxaCA	regulator	@TF$ regulates expression of the @Regulated$ , uxaB and exuT operons involved in galacturonate catabolism .
11321589	MarA	tolC	regulator	This resembles the known co - regulation of acrAB and @Regulated$ by the transcriptional factor @TF$ .
12067348	ArcA	acnA	regulator	They demonstrated that @Regulated$ has two promoters , P1 and P2 , the latter being regulated by SoxS , FNR , CRP and @TF$ .
12067348	CRP	acnA	regulator	They demonstrated that @Regulated$ has two promoters , P1 and P2 , the latter being regulated by SoxS , FNR , @TF$ and ArcA .
12067348	FNR	acnA	regulator	They demonstrated that @Regulated$ has two promoters , P1 and P2 , the latter being regulated by SoxS , @TF$ , CRP and ArcA .
12067348	SoxS	acnA	regulator	They demonstrated that @Regulated$ has two promoters , P1 and P2 , the latter being regulated by @TF$ , FNR , CRP and ArcA .
9254708	IciA	dnaA	activator	According to previous results ( 16 ) , @TF$ protein was able to activate in vitro transcription from @Regulated$ promoter 1P in the presence of limiting amounts of RNA polymerase .
14701822	MarA	nfnB	activator	This protein , engineered to facilitate purification and hereafter referred to as @TF$ , had been shown previously to activate @Regulated$ transcription in vitro ( 20 ) .
8626315	MarA	zwf	activator	Recently , we demonstrated that activation of in vitro @Regulated$ transcription by MalE - SoxS ( 18 ) , and by @TF$ as well ( 19 ) , requires this same DNA binding element and that this soxbox / marbox can bring in vitro gnd transcription under control of these two activators ( 18 , 19 ) .
8825783	IciA	dnaA	activator	Thus , overproduction of @TF$ protein specifically increased transcription from the @Regulated$ promoter 1P .
11115104	UidR	uidAB	repressor	The transport of glucuronides and their subsequent interconversion to the glucuronate in E . coli is mediated by the genes of the @Regulated$ operon , which is under negative regulation by @TF$ and UxuR ( Blanco , 1987 ) .
11115104	UxuR	uidAB	repressor	The transport of glucuronides and their subsequent interconversion to the glucuronate in E . coli is mediated by the genes of the @Regulated$ operon , which is under negative regulation by UidR and @TF$ ( Blanco , 1987 ) .
9358057	GntR	gntT	repressor	@TF$ thus seems to function as Inhibition of gluconate uptake by alternative sugars in Hfr G6MD2 a negative regulator of @Regulated$ by binding to the putative harboring pGNTTK sequence ( see below ) .
22465792	SoxS	fpr	activator	20 - 22,39 Indeed , changing C5 to any of the other three nucleotides severely reduces @TF$ - dependent transcription activation of the @Regulated$ and zwf promoters .
8626315	Rob	zwf	activator	As with MalE - SoxS and MarA ( 18 , 19 ) , @TF$ stimulated in vitro transcription about threefold from the @Regulated$ promoter of templates Z1 , Z2 , Z3 , Z4 , and Z5 ( 9 ) , whose 5 ´ deletion end points reside at positions - 140 , - 86 , - 76 , - 67 , and - 62 , respectively ( Fig . 3A ) but failed to enhance transcription from construct Z6 , whose 5 ´ deletion end point lies at position - 57 ( 9 ) .
22465792	SoxS	zwf	activator	20 - 22,39 Indeed , changing C5 to any of the other three nucleotides severely reduces @TF$ - dependent transcription activation of the fpr and @Regulated$ promoters .
7777530	MarR	marRAB	repressor	To determine whether site II is essential for repression by @TF$ , marO133 , a mutant deleted for the 20 bp immediately preceding marR ( pos . 1425 - 1444 ) but wild - type for @Regulated$ ( unpublished data ) , was studied .
8825783	DnaA	dnaA	repressor	As shown previously ( Wang and Kaguni , 1987 ) , purified @TF$ protein repressed transcription from the @Regulated$ promoters , 1P and 2P ( Fig . 5A ) .
14701822	MarA	nfnB	activator	In the presence of 200 nM @TF$ , there was a 5 – 6 - fold activation in @Regulated$ transcription , as expected ( Fig . 2 ) .
8825783	DnaA	dnaA	repressor	Although @TF$ protein , at concentrations of 75 ng and greater , reduced transcription from rpmH promoter 1P , repression was preferential for the @Regulated$ promoters .
10760178	CRP	melAB	activator	In a second set of experiments , we used the in vitro transcription assay to investigate whether @TF$ affected activation at the @Regulated$ promoter .
8825783	DnaA	rpmH	repressor	Although @TF$ protein , at concentrations of 75 ng and greater , reduced transcription from @Regulated$ promoter 1P , repression was preferential for the dnaA promoters .
9254708	IciA	dnaA	activator	The enhanced binding of RNA polymerase to the @Regulated$ promoter 1P by @TF$ protein was confirmed using a DNase I protection assay ( Fig . 4C ) .
14701822	MarA	hdeA	repressor	The same concentration and batch of @TF$ protein , on the other hand , repressed both purA and @Regulated$ ( Fig . 2 ) .
14701822	MarA	purA	repressor	The same concentration and batch of @TF$ protein , on the other hand , repressed both @Regulated$ and hdeA ( Fig . 2 ) .
14701822	MarA	hdeA	repressor	The average repression ratio was 0.44 for purA ( see Fig . 5 , WT ) and 0.60 for @Regulated$ ( see Fig . 6 , WT ) relative to controls without @TF$ .
19906180	Lrp	argO	activator	Furthermore , we have demonstrated that @TF$ - mediated activation of P @Regulated$ is also operative , and even more efficient , in an argP deletion mutant ( see below ) .
